pdf_hash;deposit_id;tectonic_setting;pathfinder_elements;deposit_type;target_name;target_role;evidence_pages
38B826DA;1;TBAC;N/A;VMS;Solwara 1;MAIN;46|58
38F2CC99;1;TARC;N/A;PRY;Cerro Barco;MAIN;68|72|75|92
3935D41A;1;TRFT;N/A;IOC;Planalto;MAIN;60|70|71
39463288;1;TARC;N/A;PRY;Taca Taca Bajo;MAIN;33
390CFBF7;1;TARC;N/A;PRY;Kwanika Central;MAIN;50|77
397B0570;1;TUNK;MO;PRY|BXH;Berta;MAIN;78|109|110|111
39BB80BB;1;TARC;N/A;PRY|BXH;Hushamu Deposit;MAIN;14|16|17|20
39DA3009;1;TGGT;N/A;MNS;Fortin Sill;MAIN;19|21|22
3A6C7B48;1;TORO;N/A;VMS;Emba Derho;MAIN;30|37|42|45
3A8DFB21;1;TARC;MO;PRY|BXH;Los Helados;MAIN;50|52|54|62|65
3A96C0F2;1;TARC;N/A;PRY;Central Aguila Zone;MAIN;18|23
3AB613B6;1;TARC;AS|HG;PRY;Saddle North;MAIN;64|65|72|73|89|93
3AB0BC78;1;TARC;N/A;PRY;La Fortuna;MAIN;35|38|52|58|59
3ACBCEA7;1;TARC;CU|HG|CO|BI|AS|CD|ZN|AG|PB|TE|MO;VMS;Kay Mine;MAIN;5|6|16|27|29|36|39
3ADD0C5C;1;TORO;CO|MO|U|AS;IOC;El Alacran;MAIN;30|44|51
3BAB3D19;1;TARC;N/A;IOC;Santo Domingo Sur;MAIN;40|41|47
3B4571E3;1;TORO;N/A;VMS|ORO;Katie prospect;MAIN;12|13|17|19|24
3BF3D3B6;1;TARC;CU;PRY;Deerhorn;MAIN;31|37|39|40
3B80118F;1;TARC;CU|MO;PRY|BXH|EPTL;Chita Porphyry;MAIN;34|36|46|47|59|61|65
3CD78E97;1;TORO;N/A;VMS;Mahab 4;MAIN;25|27|38
3CB1D357;1;N/A;N/A;PRY;Berg Deposit;MAIN;35
3C01B775;1;TARC;MO|CU|BI|ZN|PB|MN;PRY;Cortadera;MAIN;160|169|170|178
3CF28AF9;1;TARC;N/A;PRY|BXH;Los Helados;MAIN;46|50|59|60
3CF3A5AA;1;TORO;N/A;PRY;Pebble deposit;MAIN;51|72|76
0295D9BC;1;TARC;N/A;PRY;Eaglehead Project;MAIN;50|56|81
113E0961;1;TBAC;N/A;VMS;Tower deposit;MAIN;47|48|51|58
128E3DD7;1;TARC;N/A;PRY;Sugarloaf;MAIN;39
2DC58281;1;TARC;CU|ZN|AG|AS|BI|TE;SKN|PRY;Arroyos Azules;MAIN;39|42|44|45|47|50
C8AFD621;1;TARC;N/A;EPTI|EPTH;Reliquias Mine;MAIN;41|42|43|47|56|57
CCFE7D7E;1;TARC;AG|PB|ZN;SKN|MAN;Cerro Las Minitas;MAIN;22|24|32|34|35
DD09D7E2;1;TGGT;N/A;ORO;Randy;MAIN;40|42|47|51|69|73
DE625902;1;TARC;N/A;MAN|SKN;Hardshell;MAIN;32|43
EE9A3FAA;1;TGGT;N/A;ORO;Surluga;MAIN;56|58|68
30FF3DB6;1;TORO;BI|TE|AS|SB;PRY|SKN;Arroyos Azules;MAIN;60|62|63|64
360D735B;1;TCRA;ZN|AS|NI|PB|CO|CR;FEL;Peterson Lake Veins;MAIN;23|25|31
00335A2A;1;N/A;N/A;N/A;Soledad Mountain;MAIN;26|27|28
0094DD97;1;TORO;N/A;N/A;Trefi Property;MAIN;19|27
013FB6D5;1;TORO;N/A;VMS;Halfmile Lake;MAIN;61|70|74
00A34F0F;1;TORO;N/A;MNS;Skynner Lake;MAIN;27|33|36
009AA5D0;1;TGGT;MO|AS|HG|SB|BA|V|TL|ZN|W;VMS|ORO;Lunny Property;MAIN;37|41|42|43|53
00B1F975;1;TGGT;N/A;ORO;Laura Lake property;MAIN;42|51|57|59|64|71|78
01606B63;1;TARC;N/A;PRY;Whistler deposit;MAIN;22|26
017966EB;1;TORO;N/A;MNS;Las Aguilas;MAIN;26|31|35
017C755D;1;TORO;N/A;PRY|IRG|BXH;North Zone;MAIN;49|54|58|60|61|77
01A35857;1;TGGT;N/A;MNS;Redstone;MAIN;27|31|35|36
01859F86;1;TARC;N/A;EPTH|BXH;Cieneguita;MAIN;18|24|26
01B7CE1F;1;TORO;HG|AG|AS|SB;IRG|EPTL|VMS|SKN;Bonsai;MAIN;11|12|16|17|18|19
0190ECEE;1;TORO;N/A;MNS;Santa Rita;MAIN;38|42|49
02AE1348;1;TRFT;N/A;COA;Carbon Project Coal;MAIN;17|18
01E163AF;1;TRFT;N/A;MVT;Jubilee;MAIN;19|20|24|25
01E22BA9;1;TCRA;N/A;EVP;Muskowekwan;MAIN;23|41|42
01C5D8EC;1;TGGT;N/A;MNS;NISK-1;MAIN;22|28
02A73698;1;TORO;BI|SN|W|TE|SE;PRY|IRG;Cerro del Gallo;MAIN;27|37|39
02F4CBC5;1;TORO;N/A;VMS;Woodlawn deposit;MAIN;58|59|60|63
03E61789;1;TORO;N/A;SKN;Mavres Petres;MAIN;13|14|16|17
032BD052;1;TARC;AG|AS|BI|MO|PB|SB;EPTH|PRY;Agi Dagi;MAIN;21|25|31|32|37
03FB8BC7;1;TCRA;N/A;PLC|KIM;109 PMLs;MAIN;25|28|30|31|35
03FA96B7;1;TCRA;N/A;KIM;Gahcho Kué Cluster;MAIN;39|46|55
046D7B44;1;TGGT;N/A;MOX;Lake Olga West;MAIN;30|34
049A455C;1;TORO;NI|CU|CO;MNS;Juno;MAIN;13|14
04583154;1;TGGT;AG|CU|ZN|CO|NI;PRY|ORO|BXH|VMS;Jam - Bell Lake Zone;MAIN;14|46|56|57|59|62|63
0487AD30;1;TARC;FE|S|ZN|CU|PB|AS|CD|MN|SB;EPTI;Marmato;MAIN;62|63|67|69|77
05241855;1;TGGT;AG|CU|PB|ZN|MO;ORO|PRY;Cognac Property;MAIN;11|14
04C2B186;1;TORO;SB|AS;ORO;Solomon Shear;MAIN;32|34|35|36|43|51
04A302F6;1;TORO;N/A;PRY;Cannivan Gulch;MAIN;13|23
0517112B;1;TRFT;N/A;IRG|SKN;Ulo Ulo;MAIN;13|14
055152ED;1;TARC;AS|SB;EPTL;Kamila;MAIN;68|87|92|95
060C9CFF;1;TARC;N/A;EPTL;Fortuna;MAIN;38|40
055F5372;1;TORO;BI|CO|AG|CU|AS;SKN;Nixon Fork;MAIN;33|35|39|40|43
058CB5FA;1;TORO;N/A;SKN;Tabuaço Skarns;MAIN;17|20
06499911;1;TARC;AS|SB|HG;EPTL;Rodeo;MAIN;17|18|36|38|39
064CC803;1;TGGT;N/A;MOX;Iron-T;MAIN;26|30
05F6A6C1;1;TARC;AG|CU|PB|ZN|AS|SB|MO;EPTI|EPTH|PRY;Santa Cecilia;MAIN;22|29|31|36|37|39|40
0671D9BF;1;TSED;N/A;PHO;Sandpiper/Meob;MAIN;7|21|41
06761853;1;TGGT;N/A;MNS;Eagle One;MAIN;23|24|27|28
075A8E2A;1;TRFT;N/A;ORO;Briggs;MAIN;27|34
06D57437;1;TBAC;AS|SB;IRG;Money Knob;MAIN;18|21
0766109B;1;TARC;CU;EPTL;Topacio Vein System;MAIN;13|15|17
0734B2C6;1;TCRA;N/A;URN|PLC;Mormon Lake;MAIN;14|24
06F7A932;1;TORO;B;BRN;Marifil Lithium Properties;MAIN;22|23|24|29|30
075931F5;1;TGGT;N/A;ORO|IRG;David;MAIN;13|18|20
0772A3C4;1;TARC;N/A;VMS|EPTL;Main Breccia Zone;MAIN;25|27|28
085F70B2;1;TORO;BI|MO|LA|AS|SB;IRG|SKN;Indian River Anomaly;MAIN;12|14|16|18
0800D1A5;1;TARC;N/A;EPTL;San Dimas District;MAIN;36|39|42
081EF0CC;1;TRFT;TH;PLC;Agnew Lake Mine;MAIN;34|35|36|37|38|43
08731BAE;1;TGGT;U|TH|K;PLC;Apple;MAIN;33|43|48
07F24680;1;TGGT;CU;PLC|LAT;Groete Creek;MAIN;24|27|28|33
088A99D7;1;TCRA;N/A;EVP;Allan;MAIN;19|21
08E3F035;1;TGGT;N/A;VMS;Bur Zone;MAIN;25|27|29
08A89ACA;1;TGGT;B|W|SB|TE|MO|AS;ORO;Timginn;MAIN;9|19|20|22
08A73147;1;TARC;N/A;EPTL;Vein Zone;MAIN;19|28
0887207E;1;TARC;W|BI|BA;PRY|SKN;Pinaya;MAIN;26|27|34|35|37
08ED6686;1;TGGT;AS|AG|CU|ZN;ORO;Anatacau property;MAIN;11|13|14|15
08FC930A;1;TORO;N/A;IRG;Jenner Stock;MAIN;33|37|38
099BA2BA;1;TSED;N/A;COA;Poplar River Mine;MAIN;17|24|25
0953F27A;1;TORO;N/A;SWM;Coles Hill;MAIN;32|34
0965C0FF;1;TUNK;N/A;N/A;Milnet Mine;MAIN;50|54|58|64
096C8780;1;TORO;W|SN|BI;SWM|SKN;Mt. Haskin;MAIN;20|23|24
094C45E0;1;TORO;TH;URX;Anomaly A / Oshiveli;MAIN;29|30|37|38|40
09B8FBCA;1;TARC;N/A;EPG;Middle Ridge;MAIN;16|19|28
09A50CEE;1;TORO;N/A;MNS;Huangshan;MAIN;57|62|63|68|69
09CE0318;1;TGGT;N/A;MNS;No. 2 Ni showing;MAIN;21|26
0A84B78A;1;TARC;N/A;ORO;San Juan veins;MAIN;43|47
09D8A764;1;TARC;N/A;IOC;Las Carolinas;MAIN;20|24
0A140538;1;TARC;HG;EPTL|PRY|BXH|SKN;Montgomery Pass;MAIN;9|10|11|12|13
0A9F151C;1;TORO;N/A;MVT;Hakkari Zinc Project;MAIN;26|31|32|37|60
0AC926A7;1;TGGT;N/A;SKN;Aappaluttoq;MAIN;40|41|44|45|51|71
0ACC5BBB;1;TRFT;AG|AS|SB|HG;EPTL|BXH;Atlanta Mine;MAIN;19|21|22|26
0ADBF86C;1;TRFT;N/A;BRN|EVP;Big Smoky Valley;MAIN;18|24
0B13B013;1;TGGT;AS|AG|MO|CU;ORO|IRG;Lac Escale Project;MAIN;14|21|22|24|25|26
0B2EF4CE;1;TORO;AS|SB|AG|PB|ZN|CD|BI|U|W|MO|TE|SE|CU;IRG;Uncle Sam;MAIN;25|27|28|29|31
0B41D8B1;1;TGGT;N/A;ORO;Tex-Sol Showing;MAIN;16|17|22|23
0BAD8452;1;TORO;N/A;ORO;Silver Bell-St. Lawrence;MAIN;15|18|19|23
0B3CE050;1;TRFT;AS|HG|SB|PB|ZN|MN|CU;EPTL|BXH;La Josefina;MAIN;26|33|34|35|37
0B8D3E5F;1;TORO;AS|SB;ORO;Little River Prospect;MAIN;50|51|63|64|73
0BC295E4;1;TUNK;N/A;SKN;Brynnor deposit;MAIN;10|11
0C4B2A0B;1;TCRA;N/A;KIM;Carolina kimberlite pipe;MAIN;24|29
0BD632CA;1;TORO;N/A;ORO;Carla Licences;MAIN;26|32
0BF5C28B;1;TCRA;N/A;MOX;Gulçari A;MAIN;21|24|29
0BD50AFD;1;TCRA;N/A;KIM;Orion South Kimberlite;MAIN;26|29|35|36
0CB801BD;1;TUNK;MO;PRY;Severance Property;MAIN;11|15
0C4D5621;1;TARC;CU|MO|PB|ZN|AS|F;PRY|EPTH;Deep River;MAIN;21|22|31|35|36|39
0D134149;1;TGGT;N/A;ORO;Lac Anctil;MAIN;16|23|24
0CBB8F6D;1;TGGT;N/A;VMS;Victory Lake;MAIN;22|27|31
0D26D02E;1;TGGT;AS|SB;ORO;Franto;MAIN;12|15|16
0CFDD828;1;TARC;N/A;IRG|PRY;Calerita;MAIN;18|23|25|29
0CEA718C;1;TORO;N/A;SKN|IOC;Sahavaara;MAIN;49|60
0CC8407C;1;TGGT;AS;PRY|ORO;Lac Pau;MAIN;9|13|15
0D4C0FF7;1;TORO;N/A;PRY;Surdulica;MAIN;33|39
0D531FB9;1;N/A;N/A;URX;Kargysh;MAIN;25|28
0E3371F6;1;TARC;N/A;EPTI;Echandia;MAIN;56|66|67|68
0E62BCCC;1;TARC;AS|BA|HG|SB;CAR|BXH;QDD;MAIN;71|79|81
0DCBCD9D;1;TORO;AS;ORO;Dombraly;MAIN;17|30
0E93F954;1;TORO;N/A;MOX;St-Urbain Ilmenite;MAIN;19|21
0EBA9A06;1;TARC;PB|AG|SB|AS|HG|CD|CU;IRG;JJ Main;MAIN;28|35|39|49
0EFA2502;1;TSED;N/A;PLC;Ateba Property Uranium Mineralization;MAIN;16|19|21
0F2116E7;1;TSED;N/A;URN;Hank Unit;MAIN;13|15
0F3D8A6E;1;TTRN;AS|CU;IOC;Northern Zone;MAIN;13|15|16
0F5238E8;1;TUNK;N/A;BRN;PCD Lens;MAIN;43|45|49
0F480F07;1;TORO;N/A;MNS;Bucko Deposit;MAIN;24|25|28|29
0F9742AC;1;TSED;FE|V|SE|MO;URN;Centennial Project;MAIN;16|17|18
0F529617;1;TORO;U|TH;N/A;B Zone;MAIN;26|31
0F962ECE;1;TGGT;N/A;MNS;Lac Levac Ni-Cu Sulfide Zone;MAIN;25|26|29
0FF02422;1;TARC;N/A;VMS;Slumach Zone;MAIN;17|18|21
10463E22;1;TRFT;AG|HG|AS|SE|MO;EPTL;East Manhattan Project;MAIN;9|11|12
0FC0BF39;1;TGGT;N/A;MNS;Langmuir No. 2;MAIN;48|52
106AC875;1;TSED;N/A;EVP;Potash North;MAIN;22|33
104F4913;1;TTRN;AS|SB|HG|FE|MO|PB|S|SN|W|ZN;EPTH|BXH;Graben;MAIN;69|76|78|80|92
10E39468;1;TORO;N/A;PEG;Marropino;MAIN;74|94
10751597;1;TUNK;CU|CO|PT|PD;MNS|CHR;Turnagain;MAIN;51|58|62
10F53A44;1;TGGT;N/A;IRF;Trairão;MAIN;43|44|48|49
110A6947;1;TARC;N/A;CAR|SKN;Main Zone;MAIN;14|17|19
10F6855D;1;TARC;CU|AS|MO;PRY|EPTL;American Tunnels;MAIN;51|57|58|59|60
1110CA54;1;TORO;N/A;BRN;Salinas Grandes;MAIN;33|42|43|59
113BD5B4;1;TGGT;N/A;VMS;PD1;MAIN;36|37|50|51
117638C7;1;TGGT;AG|AS|BI|MO|SB|W;ORO;Franto showing;MAIN;10|12|15
1167DD7B;1;TARC;N/A;MAN;Los Pumas;MAIN;22|27|28
116EE837;1;TCRA;N/A;STRA;WBJV Project 1 & 1A;MAIN;32|44
11694414;1;TCRA;N/A;URU;Thorburn Lake;MAIN;21|22|23|26
117F57E3;1;TORO;N/A;URX;Lac Kachiwiss;MAIN;12|14
113DC4E0;1;TORO;AS|SB|HG|BA|CU|PB|NI|BI|AG;N/A;Ballarat;MAIN;15|16|22|23|24|31|33
11C7FE1A;1;TSED;N/A;N/A;Limestone Deposit;MAIN;30|31
11D70AF0;1;TGGT;N/A;ORO;Cossette vein;MAIN;21|26
121631FE;1;TGGT;N/A;VMS;Yava Main Zone;MAIN;16|17
11D44AF8;1;TARC;AS;EPTL|BXH;Molejón;MAIN;40|41|49|52|57|62
12C6EEB8;1;TGGT;N/A;VMS;Estrades deposit;MAIN;30|32|39|40
123AA614;1;TARC;N/A;SKN;La Luz;MAIN;19|20
123DABD9;1;TORO;AG|AS|PB|CS;ORO;Deer Horn;MAIN;22|23|32
1451048F;1;TARC;N/A;SKN;El Creston;MAIN;12|16
13B5E359;1;TRFT;AG|HG|AS;EPTL;Eureka;MAIN;33|35|41|59|60
146D2D82;1;TARC;AS|SB;PRY|EPTL|BXH;La Arena;MAIN;46|49|52
15555452;1;TORO;PB|AG|SB|HG|AS;ORO;Gold Hill;MAIN;11|13|18|20
14B51C86;1;TSED;N/A;URN;North Rolling Pin F Sand;MAIN;17|20
14A6C77A;1;TSED;N/A;MVT;Cristal Prospect;MAIN;36|38|61|62
158F2CCF;1;TGGT;CU|MO;ORO;Posse;MAIN;46|52
156FCCBA;1;TGGT;AS;ORO;New Alger;MAIN;13|20|22
15A76C15;1;TUNK;AS|CU|FE|HG|PB|ZN;EPTL;Melba showing;MAIN;24|30|31
15FA17EF;1;TORO;N/A;MNS|BXH;Creighton South;MAIN;41|51|53
15C419E4;1;TORO;AG|CU|PB|ZN;ORO;Border;MAIN;31|40|42
167268E0;1;TUNK;N/A;PEG;Wekusko Lake pegmatite;MAIN;19|23
1633F823;1;TARC;N/A;VMS;Lundberg deposit;MAIN;20|25|26|29|30
162182DC;1;TORO;V|MO|SE;URN;Southwest Reno Creek;MAIN;22|27|28
16A64886;1;TARC;N/A;BRN;Salar de la Isla;MAIN;34|39|41
167C4A24;1;TRFT;N/A;CAR;New Pass;MAIN;10|12
16C94BAA;1;TUNK;N/A;N/A;Helmer-Bovill;MAIN;35|40
16EA2E64;1;TRFT;NI|CU|CO;MNS;Anomaly A;MAIN;32|36|38|43
16965990;1;TORO;AG|CU|ZN|AS|SB|HG|MO|V;SKN;Cerro Jumil;MAIN;25|30|37|45|46|47
171B1106;1;TORO;N/A;MNS;Mystery;MAIN;38|65
17440586;1;TSED;N/A;COA;Leaseco Property;MAIN;46|49
1768DDBA;1;TARC;N/A;EPTH;Puet Sague;MAIN;15|16|17|22
1737010A;1;TCRA;N/A;CBT;Prairie Lake Carbonatite Complex;MAIN;21|26
179DFD3E;1;TORO;N/A;ORO|BXH;Matala;MAIN;18|21|26|32|40
1750C917;1;TORO;N/A;IRF;Attikamagen Iron Property;MAIN;28|44
17E71F9F;1;TGGT;N/A;CHR;Big Daddy;MAIN;42|47
17EB8306;1;TGGT;N/A;ORO;Malartic-Midway;MAIN;36|40
1810741B;1;TORO;U|PB|NI|CO|CU|MO|BI|AS|AG;N/A;Pb-U showing;MAIN;42|49|51
185CE961;1;TORO;N/A;COA;Baruun Naran;MAIN;21|22|28|30
180E0E9F;1;TGGT;SE;ORO;Powell Zone;MAIN;21|27|32
186FC967;1;TGGT;N/A;VMS;Kamiskotia VMS Target;MAIN;11|12|13|34|43|46
18D32CF4;1;TRFT;N/A;EPTL;Eureka;MAIN;50|59|61
18437C2D;1;TGGT;AG|AS|CU|HG|MO|SB|SN|W|CD;BXH|PRY;Brisas;MAIN;41|54|57|59
1997C103;1;TORO;N/A;VMS;Woodlawn deposit;MAIN;37|41|43|46
18DEE579;1;TCRA;TH|U|BA|ZN;CBT;Sarfartoq REE;MAIN;29|31|32|35|39|41|59
18D42717;1;TARC;AS|SB|MN|ZN|HG|PB|CU;EPTI;Fruta del Norte;MAIN;47|49|61|64
19B192C9;1;TRFT;TH;CBT;Songwe;MAIN;29|36|38|39|51
193148F4;1;TGGT;N/A;VMS;Bracemac-McLeod;MAIN;71|80
19E04E39;1;TCRA;AG|AS|BA|CD|CO|CU|FE|MO|NI|PB|V|ZN;BXH;Rose Pipe;MAIN;25|34|37|38
1A6A4E01;1;TSED;N/A;URN;Nichols Ranch;MAIN;13|14
19FA1AE4;1;TARC;ZN|BA|AS|SB|BI|HG|CU|MO;EPTH;Corihuarmi;MAIN;27|28|30|32|38
19F39BFE;1;TRFT;ZN|PB|CU|AG|MO|AS;PRY|EPTL|BXH;Tad/Toro;MAIN;13|14|15|17|18|19|20|21|22
1A6B8B5F;1;TARC;ZN|PB|CU;VMS;Albere Zone;MAIN;25|27|44
1A37B23F;1;TARC;ZN|AS|CU|PB|SB|CD|BI;EPTI|PRY;Encanto Zone;MAIN;26|30|34|36
1A71B529;1;TGGT;N/A;VMS;Westwood Project;MAIN;39|43|46|48
1AB63DAF;1;TORO;N/A;COA;Mary Lee and Blue Creek seams;MAIN;43|44|46
1A92FAF9;1;TORO;CU|MO;PRY|IRG;Okalla;MAIN;33|39|40
1B3A431D;1;TGGT;N/A;MNS|VMS|ORO;James Bay Lowlands Property;MAIN;16|20
1ACB6C83;1;TBAC;AG|PB|MN|SB|BA|HG;EPTL|IRG;Bajo Negro;MAIN;29|34|40|41|43
1B4A270C;1;N/A;N/A;TLG;Woodlawn Tailings Dams;MAIN;28
1B00CA76;1;TGGT;N/A;ORO;Deflector;MAIN;105|110
1B5496FF;1;TORO;N/A;ORO;Tom's Gully;MAIN;17|19
1BB7FAC9;1;TRFT;N/A;ORO;Briggs;MAIN;32|39
1B5D0FA2;1;TGGT;N/A;CHR;Big Daddy;MAIN;37|43
1B7ABCFB;1;TORO;AS|SB|BA|ZN|AG;CAR;Signal Zone;MAIN;28|35|38|41
1BECFFD4;1;TORO;N/A;ORO;San Albino;MAIN;32|37
1BC0A09A;1;TORO;HG|TE|BI|CU|ZN|W|AS|SB;EPTL;Nucleus Deposit;MAIN;19|21|26|32
1C3B8CE1;1;TORO;N/A;PLC;Mkuvia;MAIN;23|27|31|33
1C78C457;1;TORO;N/A;ORO;Augusta;MAIN;31|35|36
1CA22FD3;1;TRFT;N/A;EVP;Danakhil Potash Deposit;MAIN;41|47|49|55
1D4445DB;1;TGGT;N/A;VMS;Orphée;MAIN;34|36|41
1CCCE002;1;TTRN;N/A;SWM;Liberty deposit;MAIN;50|56
1D44CDB5;1;TORO;N/A;N/A;Baruun Naran;MAIN;28|29
1D6B35B7;1;TSED;N/A;N/A;Aberpergwm Mine;MAIN;51|57|59
1D7BD560;1;TGGT;N/A;ORO;Zone OL12;MAIN;19|25
1D9FA677;1;TORO;N/A;IRF;Minas-Rio;MAIN;38|39|50|51
1DD79530;1;TORO;N/A;SKN;Mactung;MAIN;53|59
1E069561;1;TGGT;N/A;URX;Lake Maitland Uranium Project;MAIN;29|30
1E94E216;1;TCRA;N/A;EVP;KP 289 Potash;MAIN;24|35
1EE04F79;1;TGGT;N/A;IRF;Tonkolili;MAIN;14|17
1F07C649;1;TGGT;N/A;MNS;Lanfranchi orebody;MAIN;30|33|34|35
1DD7B488;1;TRFT;N/A;URU;Lourdeau Vein;MAIN;29|40|50
1DF57209;1;TARC;N/A;VMS;Daniels Pond;MAIN;21|22|28|31
1F142D17;1;TSED;N/A;COA;Goldsource coal discovery;MAIN;41|46|49
1FD7DC63;1;N/A;N/A;ORO;Yura Shear Zones;MAIN;15|16|19
1F38F0A8;1;TORO;N/A;SKN;Pembroke;MAIN;51|57|62|66|68
1FE28C68;1;TARC;AG|AS|CU|PB|ZN;IRG;Chimu Project;MAIN;11|12|18
1FABE82A;1;TCRA;N/A;N/A;Bonasika Project;MAIN;54|59|66
1FE745C7;1;TSED;N/A;IRF;Sunny Lake Iron Project;MAIN;31|44|45
200B7549;1;TSED;N/A;URN;Wray Mesa;MAIN;15|17
2063FBDA;1;TORO;N/A;GRAP;Bissett Creek;MAIN;33|35
202A74C0;1;TGGT;N/A;MNS;Mouat;MAIN;28|34|35|38
2019F5EB;1;TGGT;F|CL;MNS|VMS;Crowflight Properties;MAIN;24|28|34|39|40|42
2076D146;1;TPAB;AS|HG|SB|TL|AG;EPTL;Main Zone;MAIN;17|20
201FB2E5;1;TARC;N/A;EPTI;Marmato;MAIN;93|102|104
20B08AD4;1;TARC;CU|AG|PB|ZN|BA;SKN|PRY|BXH;PII Colorado;MAIN;14|23|24|25|27|40
20D77A77;1;TORO;N/A;N/A;CML;MAIN;39|40|43
20F9CC2C;1;N/A;N/A;URN;Goliad Project;MAIN;20
20F9D781;1;TSED;N/A;EVP;Rocanville;MAIN;20|22
211B9221;1;TGGT;N/A;IRF;Western Lake St. Joseph;MAIN;45|51|52
20FDB1F0;1;TGGT;CU|MO;ORO|PRY;Upper Beaver;MAIN;35|40|41
21381519;1;TCRA;N/A;KIM;MacFadyen Kimberlites;MAIN;15|19|20
214F8B57;1;TGGT;N/A;SWM;Playter Mo-Re Deposit;MAIN;29|38
217FF1DB;1;TRFT;AG|CU|PB|ZN;EPTL|EPTI;Escondida;MAIN;25|34|35|36|63|64|65|66|67
218FEE85;1;TORO;N/A;SKN;Kutessay II;MAIN;53|58
21B2765D;1;TBAC;ZN|PB|CU|AG|AS|BI|CD|CO|MO|SE|SB|SN|IN|TL;VMS;Armstrong A;MAIN;92|95
21939920;1;TARC;PB|AG|SB|AS|HG|CD|CU;IRG;JJ Main;MAIN;31|39
22798566;1;TARC;B;BRN;Salta Province Lithium Project;MAIN;23|24|28|29
21DD692A;1;TORO;N/A;MAN;Torlon;MAIN;38|44|46
230AE34F;1;TORO;TE|BI|HG|ZN|PB|CU|W;EPTL|ORO;Deer Horn vein system;MAIN;21|30|31|33
22CDB52A;1;TORO;ZN|PB|CU|AS|BI;EPTL;Road and Creek showings;MAIN;18|19|20|43|52|53|56
237163E5;1;N/A;N/A;N/A;Kayelekera;MAIN;29|32
231F7E3C;1;TGGT;AS;ORO;Wona;MAIN;28|38
241BEEC2;1;N/A;CU|PT|PD|AG;SKN;Premiere Ridge deposit;MAIN;32|37|39
2387B45D;1;TRFT;N/A;SKN|MAN|PRY;Crypto deposit;MAIN;35|42|50
23733695;1;TGGT;N/A;ORO;Golden Mile Zone;MAIN;32|40|45|49
23E837C0;1;TCRA;N/A;PLC;Duas Barras;MAIN;44|47|52
24C82287;1;TORO;AS;ORO;Valentine Mountain Project;MAIN;26|27|28
252594A1;1;TARC;AS|AG|CU|BI|SB;MIX;36 Zone;MAIN;12|18|19|29
24F9E55E;1;TGGT;N/A;VMS;Maybrun;MAIN;28|32|33
247B9D83;1;TCRA;N/A;LAT;241NC zone;MAIN;15|19|20|26
24C5EA13;1;TARC;N/A;LAT;Agata Nickel Laterite Project;MAIN;18|22|26
241F4BFB;1;TGGT;N/A;ORO;Volta Grande;MAIN;34|39|40
25293461;1;TARC;CU|PB|ZN|AS|SB|HG;N/A;Metates;MAIN;22|28|32
2580D885;1;TGGT;N/A;MNS;Céré-Villebon occurrence;MAIN;13|16
25377F27;1;TSED;N/A;URN;Wray Mesa area;MAIN;17|18
25858210;1;TORO;N/A;IRF;Harvey-Tuttle;MAIN;33|44
2546659F;1;TARC;HG;PRY|EPTH;Caspiche Central;MAIN;25|27|34|36|37|38
258459D8;1;TARC;N/A;EPTL;Pinos Altos;MAIN;93|103
264213F2;1;TSED;N/A;COA;New Elk Mine Project;MAIN;25|27
25CE35A1;1;TORO;N/A;PRY;Mount Hope;MAIN;51|55
25A3B465;1;TARC;MO|RE;PRY;Mitchell Zone;MAIN;88|91|106|111
2632FF36;1;TORO;N/A;URX;Ida Dome;MAIN;37|43|45|51
259A2B56;1;TARC;HG;EPTH;Pascua-Lama;MAIN;59|66|68
262BBA58;1;TARC;AG|SB|ZN|PB|BI|AS|HG|CU;BXH|EPTL;Piedra Rodante;MAIN;14|16|19|21
26611B2B;1;TGGT;N/A;ORO;Koval zone;MAIN;35|37|39|40|41|42
2695239F;1;TORO;N/A;VMS;FON;MAIN;21|23
26B563A0;1;TUNK;N/A;LAT;Sparta primary kaolin deposits;MAIN;18
269780FC;1;TORO;N/A;ORO;Orion Gold Deposit;MAIN;12|18
269D92B2;1;TORO;N/A;ORO|EPG;Cerro Prieto;MAIN;39|43
26AEFA94;1;TGGT;AG|ZN|CU|PB|AS|SB;ORO|VMS|PRY;Thunder Lake Deposit;MAIN;48|59|71
26E2E779;1;TORO;CU|MO|BA;IOC;El Urf;MAIN;19|21
27A57F06;1;TARC;N/A;EPTH|BXH;Tesoros Fault Zone;MAIN;18|20|21
2760CB43;1;TBAC;N/A;EPTL|EPTI;Cerro Moro;MAIN;40|43|57
275349AD;1;TORO;SN|AG|W|CU|ZN|AS|PB|RB|LI|F|B;SWM;North Zone;MAIN;31|35|36|37
27E23882;1;TARC;AS|SB;EPTL;Santa Lucia North;MAIN;22|29|31|33|46
27B385F5;1;TARC;CU|MO|AG|BI|W|B|SR|PB|ZN|MN|V|SB|AS|SE|TE|CO|BA|RB|HG;PRY;CUMO;MAIN;25|28|34|39
27E84AFC;1;TGGT;N/A;N/A;Duggan Zone;MAIN;17|18|28|31
281F107D;1;TGGT;N/A;PRY;Spinifex Ridge;MAIN;29|32
282F8A45;1;TGGT;N/A;ORO;Herrick Deposit;MAIN;17|21
286AFF53;1;TORO;N/A;VMS;Woodlawn;MAIN;25|26
